text,drug1,drug2,ddi,ddi_type
drug1 clearance is increased 100 % by drug0  a cyp450 enzyme inducer  and decreased 33 % by drug2  a cyp450 enzyme inhibitor .,terbinafine,cimetidine,TRUE,mechanism
drug0 clearance is increased 100 % by drug1  a cyp450 enzyme inducer  and decreased 33 % by drug2  a cyp450 enzyme inhibitor .,rifampin,cimetidine,FALSE,none
drug1 clearance is unaffected by drug2 .,terbinafine,cyclosporine,FALSE,none
there is no information available from adequate drug-drug interaction studies with the following classes of drugs : oral drug1  hormone replacement therapies  drug0  drug0  drug0  thiazide drug0  drug0  and drug2 .,contraceptives,calcium channel blockers,FALSE,none
there is no information available from adequate drug-drug interaction studies with the following classes of drugs : oral drug0  hormone replacement therapies  drug1  drug0  drug0  thiazide drug0  drug0  and drug2 .,hypoglycemics,calcium channel blockers,FALSE,none
there is no information available from adequate drug-drug interaction studies with the following classes of drugs : oral drug0  hormone replacement therapies  drug0  drug1  drug0  thiazide drug0  drug0  and drug2 .,theophyllines,calcium channel blockers,FALSE,none
there is no information available from adequate drug-drug interaction studies with the following classes of drugs : oral drug0  hormone replacement therapies  drug0  drug0  drug1  thiazide drug0  drug0  and drug2 .,phenytoins,calcium channel blockers,FALSE,none
there is no information available from adequate drug-drug interaction studies with the following classes of drugs : oral drug0  hormone replacement therapies  drug0  drug0  drug0  thiazide drug0  drug1  and drug2 .,beta blockers,calcium channel blockers,FALSE,none
drug1 : spontaneous adverse reaction reports of patients taking concomitant drug0 with recommended doses of drug2 demonstrate qt interval prolongation and rare serious cardiac events  e.g .,ketoconazole,terfenadine,FALSE,none
drug1 : spontaneous adverse reaction reports of patients taking concomitant drug0 with recommended doses of drug2 demonstrate qt interval prolongation and rare serious cardiac events  e.g .,ketoconazole,terfenadine,TRUE,effect
pharmacokinetic data indicate that drug1 markedly inhibits the metabolism of drug2  resulting in elevated plasma drug0 levels .,ketoconazole,terfenadine,TRUE,mechanism
pharmacokinetic data indicate that drug1 markedly inhibits the metabolism of drug2  resulting in elevated plasma drug0 levels .,ketoconazole,terfenadine,FALSE,none
concomitant administration of drug1 and drug2 is contraindicated .,ketoconazole,terfenadine,TRUE,advise
drug1 : torsades de pointes and elevated parent drug2 levels have been reported during concomitant use of drug0 and drug0 in clinical trials of drug0 and from foreign post-marketing sources .,itraconazole,terfenadine,FALSE,none
drug1 : torsades de pointes and elevated parent drug2 levels have been reported during concomitant use of drug0 and drug0 in clinical trials of drug0 and from foreign post-marketing sources .,itraconazole,terfenadine,FALSE,none
drug2 : torsades de pointes and elevated parent drug1 levels have been reported during concomitant use of drug0 and drug0 in clinical trials of drug0 and from foreign post-marketing sources .,terfenadine,itraconazole,FALSE,none
drug2 : torsades de pointes and elevated parent drug1 levels have been reported during concomitant use of drug0 and drug0 in clinical trials of drug0 and from foreign post-marketing sources .,terfenadine,itraconazole,FALSE,none
drug2 : torsades de pointes and elevated parent drug1 levels have been reported during concomitant use of drug0 and drug0 in clinical trials of drug0 and from foreign post-marketing sources .,terfenadine,itraconazole,TRUE,mechanism
drug2 : torsades de pointes and elevated parent drug1 levels have been reported during concomitant use of drug0 and drug0 in clinical trials of drug0 and from foreign post-marketing sources .,terfenadine,itraconazole,FALSE,none
concomitant administration of drug1 and drug2 is contraindicated .,itraconazole,terfenadine,TRUE,advise
due to the chemical similarity of other drug1 ( including drug2  drug0  and drug0 ) to drug0  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,azole-type antifungal agents,fluconazole,FALSE,none
due to the chemical similarity of other drug1 ( including drug0  drug2  and drug0 ) to drug0  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,azole-type antifungal agents,metronidazole,FALSE,none
due to the chemical similarity of other drug1 ( including drug0  drug0  and drug2 ) to drug0  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,azole-type antifungal agents,miconazole,FALSE,none
due to the chemical similarity of other drug1 ( including drug0  drug0  and drug0 ) to drug2  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,azole-type antifungal agents,ketoconazole,FALSE,none
due to the chemical similarity of other drug1 ( including drug0  drug0  and drug0 ) to drug0  and drug2  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,azole-type antifungal agents,itraconazole,FALSE,none
due to the chemical similarity of other drug1 ( including drug0  drug0  and drug0 ) to drug0  and drug0  concomitant use of these products with drug2 is not recommended pending full examination of potential interactions .,azole-type antifungal agents,terfenadine,TRUE,advise
due to the chemical similarity of other drug0 ( including drug1  drug0  and drug0 ) to drug2  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,fluconazole,ketoconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug1  drug0  and drug0 ) to drug0  and drug2  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,fluconazole,itraconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug1  drug0  and drug0 ) to drug0  and drug0  concomitant use of these products with drug2 is not recommended pending full examination of potential interactions .,fluconazole,terfenadine,TRUE,advise
due to the chemical similarity of other drug0 ( including drug0  drug1  and drug2 ) to drug0  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,metronidazole,miconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug1  and drug0 ) to drug2  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,metronidazole,ketoconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug1  and drug0 ) to drug0  and drug2  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,metronidazole,itraconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug1  and drug0 ) to drug0  and drug0  concomitant use of these products with drug2 is not recommended pending full examination of potential interactions .,metronidazole,terfenadine,TRUE,advise
due to the chemical similarity of other drug0 ( including drug0  drug0  and drug1 ) to drug2  and drug0  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,miconazole,ketoconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug0  and drug1 ) to drug0  and drug2  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,miconazole,itraconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug0  and drug1 ) to drug0  and drug0  concomitant use of these products with drug2 is not recommended pending full examination of potential interactions .,miconazole,terfenadine,TRUE,advise
due to the chemical similarity of other drug0 ( including drug0  drug0  and drug0 ) to drug1  and drug2  concomitant use of these products with drug0 is not recommended pending full examination of potential interactions .,ketoconazole,itraconazole,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug0  and drug0 ) to drug1  and drug0  concomitant use of these products with drug2 is not recommended pending full examination of potential interactions .,ketoconazole,terfenadine,FALSE,none
due to the chemical similarity of other drug0 ( including drug0  drug0  and drug0 ) to drug0  and drug1  concomitant use of these products with drug2 is not recommended pending full examination of potential interactions .,itraconazole,terfenadine,FALSE,none
drug1 : clinical drug interaction studies indicate that drug2 and drug0 can exert an effect on drug0 metabolism by a mechanism which may be similar to that of drug0  but to a lesser extent .,macrolides,erythromycin,FALSE,none
drug1 : clinical drug interaction studies indicate that drug0 and drug2 can exert an effect on drug0 metabolism by a mechanism which may be similar to that of drug0  but to a lesser extent .,macrolides,clarithromycin,FALSE,none
drug1 : clinical drug interaction studies indicate that drug0 and drug0 can exert an effect on drug2 metabolism by a mechanism which may be similar to that of drug0  but to a lesser extent .,macrolides,terfenadine,FALSE,none
drug1 : clinical drug interaction studies indicate that drug0 and drug0 can exert an effect on drug0 metabolism by a mechanism which may be similar to that of drug2  but to a lesser extent .,macrolides,ketoconazole,FALSE,none
drug0 : clinical drug interaction studies indicate that drug1 and drug2 can exert an effect on drug0 metabolism by a mechanism which may be similar to that of drug0  but to a lesser extent .,erythromycin,clarithromycin,FALSE,none
drug0 : clinical drug interaction studies indicate that drug1 and drug0 can exert an effect on drug2 metabolism by a mechanism which may be similar to that of drug0  but to a lesser extent .,erythromycin,terfenadine,TRUE,mechanism
drug0 : clinical drug interaction studies indicate that drug1 and drug0 can exert an effect on drug0 metabolism by a mechanism which may be similar to that of drug2  but to a lesser extent .,erythromycin,ketoconazole,FALSE,none
drug0 : clinical drug interaction studies indicate that drug0 and drug1 can exert an effect on drug2 metabolism by a mechanism which may be similar to that of drug0  but to a lesser extent .,clarithromycin,terfenadine,TRUE,mechanism
drug0 : clinical drug interaction studies indicate that drug0 and drug1 can exert an effect on drug0 metabolism by a mechanism which may be similar to that of drug2  but to a lesser extent .,clarithromycin,ketoconazole,FALSE,none
drug0 : clinical drug interaction studies indicate that drug0 and drug0 can exert an effect on drug1 metabolism by a mechanism which may be similar to that of drug2  but to a lesser extent .,terfenadine,ketoconazole,FALSE,none
a few spontaneous accounts of qt interval prolongation with ventricular arrhythmia including torsades de pointes  have been reported in patients receiving drug1 or drug2 .,erythromycin,troleandomycin,FALSE,none
concomitant administration of drug1 with drug2  drug0  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other macrolide drug0  including drug0  is not recommended .,terfenadine,clarithromycin,TRUE,advise
concomitant administration of drug1 with drug0  drug2  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other macrolide drug0  including drug0  is not recommended .,terfenadine,erythromycin,TRUE,advise
concomitant administration of drug1 with drug0  drug0  or drug2 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other macrolide drug0  including drug0  is not recommended .,terfenadine,troleandomycin,TRUE,advise
concomitant administration of drug1 with drug0  drug0  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other drug2  including drug0  is not recommended .,terfenadine,macrolide antibiotics,FALSE,none
concomitant administration of drug1 with drug0  drug0  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other macrolide drug0  including drug2  is not recommended .,terfenadine,azithromycin,FALSE,none
concomitant administration of drug2 with drug1  drug0  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other macrolide drug0  including drug0  is not recommended .,clarithromycin,terfenadine,FALSE,none
concomitant administration of drug0 with drug1  drug0  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other drug2  including drug0  is not recommended .,clarithromycin,macrolide antibiotics,FALSE,none
concomitant administration of drug0 with drug1  drug0  or drug0 is contraindicated : pending full characterization of potential interactions  concomitant administration of drug0 with other macrolide drug0  including drug2  is not recommended .,clarithromycin,azithromycin,FALSE,none
